,ClientID,DistID,ClientAge,Gender,DisponentID,AccountID,DspType,CardID,CardType,CrdIssueDate,DistName,Region,Inhabitants,Municipalities<499,Muncipalities<500_1999,Municipalities<2000_9999,Municipalities<10000,NumCities,RatioUrban,AvgSalary,UnempRate95,UnempRate96,Entrep1000Inhab,Crimes95,Crimes96,AccDistID,StatementFreq,AccOpenedOn,DaysAccOpenedOn,OrderFrequency,FreqOrdLease,FreqOrdHousing,FreqOrdInsurance,MValLease,MValHousing,MValInsurance,LoanID,LoanDate,LoanAmount,LoanDuration,MonthlyLoanPymt,LoanStatus,DaysLoan,TransactionRecency,LOR,TransactionFrequency,MValTrnCred,MValTrnWDR,CustomerType
2531,2673,65,40.49041095890411,M,2673,2209,OWNER,,,,Znojmo,south Moravia,114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157,2718,65,MONTHLY,1996-08-15,1322,2.0,0.0,1.0,0.0,,32648.0,,,,,,,,,1,868,251,19553.139325842698,10550.740540540539,
2532,2674,65,47.276712328767125,F,2674,2209,DISPONENT,,,,Znojmo,south Moravia,114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157,2718,65,MONTHLY,1996-08-15,1322,2.0,0.0,1.0,0.0,,32648.0,,,,,,,,,1,868,251,19553.139325842698,10550.740540540539,
2533,2675,31,75.9945205479452,M,2675,2210,OWNER,,,,Tachov,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,31,MONTHLY,1996-08-13,1320,1.0,0.0,1.0,0.0,,32650.0,,,,,,,,,1,870,133,2909.371186440678,1634.762162162162,
2534,2676,61,38.61095890410959,M,2676,2211,OWNER,,,,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059,61,TRANSACTION,1997-11-10,1774,1.0,0.0,1.0,0.0,,32651.0,,,,,,,,,1,416,65,25374.270370370366,17622.815789473683,
2535,2677,33,77.66027397260274,M,2677,2212,OWNER,,,,Decin,north Bohemia,133777,24,17,7,3,11,84.7,8705,5.75,7.61,116,4650,4859,33,MONTHLY,1996-02-12,1137,1.0,0.0,1.0,0.0,,32652.0,,,,,,,,,1,1053,160,2651.3619718309856,1792.1797752808989,
2536,2678,33,81.68767123287671,F,2678,2212,DISPONENT,,,,Decin,north Bohemia,133777,24,17,7,3,11,84.7,8705,5.75,7.61,116,4650,4859,33,MONTHLY,1996-02-12,1137,1.0,0.0,1.0,0.0,,32652.0,,,,,,,,,1,1053,160,2651.3619718309856,1792.1797752808989,
2537,2679,1,61.295890410958904,M,2679,2213,OWNER,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,68,MONTHLY,1993-07-11,191,1.0,0.0,1.0,0.0,,32653.0,,,,,,,,,1,1999,384,4797.801265822785,3217.2964601769913,
2538,2680,1,54.367123287671234,F,2680,2213,DISPONENT,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,68,MONTHLY,1993-07-11,191,1.0,0.0,1.0,0.0,,32653.0,,,,,,,,,1,1999,384,4797.801265822785,3217.2964601769913,
2539,2681,45,29.01095890410959,F,2681,2214,OWNER,,,,Jicin,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122,45,MONTHLY,1996-01-27,1121,1.0,1.0,0.0,0.0,32654.0,,,,,,,,,,1,1069,168,7095.704054054054,5118.489361702126,
2540,2682,45,24.980821917808218,M,2682,2214,DISPONENT,,,,Jicin,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122,45,MONTHLY,1996-01-27,1121,1.0,1.0,0.0,0.0,32654.0,,,,,,,,,,1,1069,168,7095.704054054054,5118.489361702126,
2541,2683,48,70.6,F,2683,2215,OWNER,,,,Rychnov nad Kneznou,east Bohemia,78955,50,24,8,1,9,59.0,9060,1.78,2.44,124,1655,1717,48,MONTHLY,1997-10-17,1750,1.0,0.0,1.0,0.0,,32655.0,,,,,,,,,1,440,56,3552.9333333333334,1871.8413793103446,
2542,2684,74,46.917808219178085,F,2684,2216,OWNER,,,,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,74,MONTHLY,1993-04-17,106,2.0,1.0,1.0,0.0,32656.0,32657.0,,,,,,,,,1,2084,454,14929.535714285714,9383.927272727273,
2543,2685,73,30.55068493150685,F,2685,2217,OWNER,,,,Opava,north Moravia,182027,17,49,12,2,7,56.4,8746,3.33,3.74,90,4355,4433,73,MONTHLY,1996-01-27,1121,,,,,,,,,,,,,,,20,1050,36,3131.5789473684213,2105.8823529411766,
2544,2686,19,48.80821917808219,F,2686,2218,OWNER,426.0,classic,1997-05-09,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999,1099,19,MONTHLY,1994-11-21,689,1.0,0.0,0.0,0.0,,,,5409.0,1995-11-18,182040.0,60.0,3034.0,C,1051.0,1,1501,306,21873.908823529408,10505.349732620321,Favourable
2545,2687,19,50.394520547945206,M,2687,2218,DISPONENT,,,,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999,1099,19,MONTHLY,1994-11-21,689,1.0,0.0,0.0,0.0,,,,5409.0,1995-11-18,182040.0,60.0,3034.0,C,1051.0,1,1501,306,21873.908823529408,10505.349732620321,Favourable
2546,2688,60,32.21095890410959,F,2688,2219,OWNER,427.0,gold,1996-01-25,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252,60,MONTHLY,1993-03-11,69,1.0,1.0,0.0,0.0,32659.0,,,,,,,,,,1,2121,488,16690.504977375567,13831.131818181819,
2547,2689,16,77.00821917808219,M,2689,2220,OWNER,,,,Jindrichuv Hradec,south Bohemia,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913,16,MONTHLY,1993-02-10,40,1.0,0.0,1.0,0.0,,32660.0,,,,,,,,,1,2150,361,3193.095620437956,1879.986607142857,
2548,2690,58,28.03835616438356,F,2690,2221,OWNER,,,,Jihlava,south Moravia,109164,98,16,6,1,4,63.6,8757,3.38,3.95,96,2212,2471,58,MONTHLY,1997-11-15,1779,2.0,0.0,1.0,0.0,,32661.0,,,,,,,,,1,411,55,1876.630434782609,844.80625,
2549,2691,47,35.64931506849315,M,2691,2222,OWNER,,,,Pardubice,east Bohemia,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079,5410,47,MONTHLY,1993-05-01,120,1.0,1.0,0.0,0.0,32663.0,,,,,,,,,,1,2070,343,12863.786577181208,8998.221839080461,
2550,2692,44,74.64109589041095,M,2692,2223,OWNER,,,,Chrudim,east Bohemia,105606,77,26,7,2,7,53.0,8254,2.79,3.76,97,2166,2325,44,MONTHLY,1996-01-05,1099,1.0,0.0,1.0,0.0,,32664.0,,,,,,,,,1,1091,164,2207.2917808219177,1619.1494505494506,
2551,2693,46,23.424657534246574,F,2693,2224,OWNER,,,,Nachod,east Bohemia,112709,48,20,7,3,10,73.5,8369,1.79,2.31,117,2854,2618,46,TRANSACTION,1997-03-08,1527,1.0,1.0,0.0,0.0,32665.0,,,,,,,,,,1,663,97,12131.064444444442,8302.040816326531,
2552,2694,15,72.28767123287672,F,2694,2225,OWNER,,,,Cesky Krumlov,south Bohemia,58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845,1879,15,MONTHLY,1996-01-24,1118,1.0,0.0,1.0,0.0,,32666.0,,,,,,,,,1,1072,163,2280.7970149253724,1410.3958333333333,
2553,2695,15,70.67671232876712,M,2695,2225,DISPONENT,,,,Cesky Krumlov,south Bohemia,58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845,1879,15,MONTHLY,1996-01-24,1118,1.0,0.0,1.0,0.0,,32666.0,,,,,,,,,1,1072,163,2280.7970149253724,1410.3958333333333,
2554,2696,2,52.36164383561644,M,2696,2226,OWNER,,,,Benesov,central Bohemia,88884,80,26,6,2,5,46.7,8507,1.67,1.85,132,2159,2674,2,MONTHLY,1996-02-17,1142,2.0,0.0,1.0,0.0,,32667.0,,,,,,,,,1,1048,222,10198.051388888889,4635.742666666666,
2555,2697,2,51.416438356164385,F,2697,2226,DISPONENT,,,,Benesov,central Bohemia,88884,80,26,6,2,5,46.7,8507,1.67,1.85,132,2159,2674,2,MONTHLY,1996-02-17,1142,2.0,0.0,1.0,0.0,,32667.0,,,,,,,,,1,1048,222,10198.051388888889,4635.742666666666,
2556,2698,31,29.254794520547946,F,2698,2227,OWNER,428.0,classic,1997-10-13,Tachov,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,31,WEEKLY,1994-05-22,506,2.0,0.0,1.0,0.0,,32670.0,,5413.0,1995-12-12,92976.0,24.0,3874.0,A,1075.0,1,1684,420,15945.421387283237,10397.728909952606,Favourable
2557,2699,31,22.86849315068493,M,2699,2227,DISPONENT,,,,Tachov,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,31,WEEKLY,1994-05-22,506,2.0,0.0,1.0,0.0,,32670.0,,5413.0,1995-12-12,92976.0,24.0,3874.0,A,1075.0,1,1684,420,15945.421387283237,10397.728909952606,Favourable
2558,2700,34,54.893150684931506,M,2700,2228,OWNER,,,,Chomutov,north Bohemia,125236,28,11,1,4,5,87.7,9675,6.43,7.68,100,5323,5190,34,MONTHLY,1994-03-19,442,2.0,0.0,1.0,0.0,,32672.0,,5414.0,1995-03-29,185952.0,48.0,3874.0,C,817.0,1,1748,356,12637.536718750001,6440.978365384615,Favourable
2559,2701,1,47.79178082191781,M,2701,2229,OWNER,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1,MONTHLY,1997-01-27,1487,1.0,0.0,1.0,0.0,,32673.0,,,,,,,,,1,703,128,7822.792,4671.253846153845,
2560,2702,7,80.9013698630137,M,2702,2230,OWNER,,,,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289,4846,7,MONTHLY,1996-02-11,1136,1.0,0.0,1.0,0.0,,32674.0,,,,,,,,,1,1054,160,2822.1476923076925,1596.1410526315792,
2561,2703,2,26.824657534246576,F,2703,2231,OWNER,,,,Benesov,central Bohemia,88884,80,26,6,2,5,46.7,8507,1.67,1.85,132,2159,2674,2,MONTHLY,1997-10-14,1747,2.0,0.0,1.0,0.0,,32675.0,,,,,,,,,1,443,74,3113.212121212121,1954.6195121951218,
2562,2704,1,50.64657534246575,F,2704,2232,OWNER,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1,MONTHLY,1996-05-07,1222,1.0,0.0,1.0,0.0,,32677.0,,,,,,,,,1,968,180,4352.612195121951,3038.185714285714,
2563,2705,43,75.72328767123288,M,2705,2233,OWNER,,,,Hradec Kralove,east Bohemia,161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085,3891,43,MONTHLY,1996-01-03,1097,1.0,0.0,1.0,0.0,,32678.0,,,,,,,,,1,1093,167,2955.9657534246576,1826.3893617021276,
2564,2706,3,32.52328767123288,M,2706,2234,OWNER,,,,Beroun,central Bohemia,75232,55,26,4,1,5,41.7,8980,1.95,2.21,111,2824,2813,3,MONTHLY,1996-11-21,1420,3.0,0.0,1.0,1.0,,32679.0,32681.0,,,,,,,,1,770,140,1741.1382978723407,552.7849462365591,
2565,2707,45,30.63013698630137,M,2707,2235,OWNER,,,,Jicin,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122,45,MONTHLY,1995-10-22,1024,1.0,0.0,1.0,0.0,,32682.0,,,,,,,,,1,1166,180,5120.53076923077,3419.429411764705,
2566,2708,73,41.416438356164385,M,2708,2236,OWNER,,,,Opava,north Moravia,182027,17,49,12,2,7,56.4,8746,3.33,3.74,90,4355,4433,73,MONTHLY,1995-08-27,968,1.0,0.0,0.0,0.0,,,,5415.0,1996-09-26,139464.0,36.0,3874.0,D,1364.0,32,1191,171,9600.539705882353,6331.166666666667,Non-Favourable
2567,2709,26,53.586301369863016,M,2709,2237,OWNER,429.0,classic,1998-11-05,Plzen - mesto,west Bohemia,170449,0,0,0,1,1,100.0,10787,2.64,3.09,131,6041,6261,26,MONTHLY,1995-12-13,1076,3.0,0.0,1.0,1.0,,32685.0,32687.0,,,,,,,,1,1114,255,9661.477333333334,3681.6477777777777,
2568,2712,25,43.986301369863014,M,2712,2239,OWNER,,,,Klatovy,west Bohemia,88757,60,33,3,2,10,61.7,8554,2.47,2.68,113,1822,2218,25,MONTHLY,1995-01-05,734,2.0,0.0,1.0,0.0,,32690.0,,,,,,,,,1,1456,320,7709.7,3374.9668202764974,
2569,2713,36,37.35616438356164,M,2713,2240,OWNER,430.0,classic,1997-05-26,Liberec,north Bohemia,159617,29,19,8,1,9,85.2,9198,3.33,4.28,131,5796,6132,36,MONTHLY,1996-10-07,1375,1.0,1.0,0.0,0.0,32692.0,,,,,,,,,,1,815,161,15540.844927536233,10525.8125,
2570,2714,6,29.843835616438355,F,2714,2241,OWNER,,,,Kutna Hora,central Bohemia,77963,60,23,4,2,4,51.5,8546,2.95,4.02,126,2640,3120,6,MONTHLY,1993-02-08,38,3.0,0.0,1.0,1.0,,32693.0,32695.0,,,,,,,,1,2152,541,5787.6030674846625,2326.425925925926,
2571,2715,7,42.52328767123288,M,2715,2242,OWNER,431.0,gold,1997-09-12,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289,4846,7,WEEKLY,1993-02-25,55,1.0,0.0,1.0,0.0,,32696.0,,,,,,,,,1,2135,426,23568.44539007092,11062.0,
2572,2716,25,30.49041095890411,F,2716,2243,OWNER,,,,Klatovy,west Bohemia,88757,60,33,3,2,10,61.7,8554,2.47,2.68,113,1822,2218,25,MONTHLY,1996-01-24,1118,2.0,0.0,1.0,0.0,,32697.0,,,,,,,,,1,1072,231,7541.009459459458,3347.6305732484075,
2573,2717,46,69.72602739726027,M,2717,2244,OWNER,,,,Nachod,east Bohemia,112709,48,20,7,3,10,73.5,8369,1.79,2.31,117,2854,2618,46,MONTHLY,1995-07-19,929,1.0,0.0,1.0,0.0,,32699.0,,,,,,,,,1,1261,223,3587.6575,1857.451748251748,
2574,2718,46,67.07123287671233,F,2718,2244,DISPONENT,,,,Nachod,east Bohemia,112709,48,20,7,3,10,73.5,8369,1.79,2.31,117,2854,2618,46,MONTHLY,1995-07-19,929,1.0,0.0,1.0,0.0,,32699.0,,,,,,,,,1,1261,223,3587.6575,1857.451748251748,
2575,2719,29,35.1945205479452,F,2719,2245,OWNER,,,,Rokycany,west Bohemia,45714,52,10,5,1,6,55.6,8843,2.82,3.6,113,818,888,29,MONTHLY,1993-03-30,88,1.0,0.0,0.0,0.0,,,,5418.0,1995-01-16,347952.0,48.0,7249.0,C,745.0,1,2102,408,14829.381656804733,9772.612037037037,Favourable
2576,2720,1,50.35616438356164,F,2720,2246,OWNER,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1,MONTHLY,1996-04-25,1210,1.0,0.0,0.0,0.0,,,,5419.0,1997-02-05,415800.0,60.0,6930.0,C,1496.0,1,980,189,15574.872839506172,10860.661855670103,Favourable
2577,2721,24,49.55068493150685,F,2721,2247,OWNER,,,,Karlovy Vary,west Bohemia,122603,25,21,6,2,8,80.0,8991,1.39,2.01,128,5198,5273,24,MONTHLY,1996-04-13,1198,5.0,0.0,1.0,1.0,,32703.0,32705.0,5420.0,1997-02-24,72504.0,24.0,3021.0,C,1515.0,1,992,300,11409.005555555554,3342.1455357142854,Favourable
2578,2724,35,24.854794520547944,M,2724,2250,OWNER,433.0,classic,1996-12-12,Jablonec n. Nisou,north Bohemia,88768,10,18,5,1,7,80.5,8867,1.02,1.21,130,3384,3620,35,MONTHLY,1993-11-02,305,1.0,0.0,1.0,0.0,,32711.0,,,,,,,,,1,1885,350,11629.744881889763,6210.521076233183,
2579,2726,1,26.446575342465753,F,2726,2252,OWNER,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1,MONTHLY,1996-10-05,1373,2.0,0.0,1.0,0.0,,32715.0,,,,,,,,,1,817,140,1644.9254545454544,792.4611764705884,
2580,2727,1,31.926027397260274,M,2727,2252,DISPONENT,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1,MONTHLY,1996-10-05,1373,2.0,0.0,1.0,0.0,,32715.0,,,,,,,,,1,817,140,1644.9254545454544,792.4611764705884,
2581,2728,74,77.43835616438356,M,2728,2253,OWNER,,,,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,74,MONTHLY,1993-07-24,204,1.0,0.0,1.0,0.0,,32717.0,,,,,,,,,1,1986,345,3143.7850393700787,1722.7064220183486,
2582,2729,1,33.367123287671234,M,2729,2254,OWNER,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1,MONTHLY,1996-04-17,1202,3.0,1.0,1.0,0.0,32718.0,32719.0,,,,,,,,,1,988,244,15601.224175824174,8424.43795620438,
2583,2730,52,52.827397260273976,M,2730,2255,OWNER,,,,Usti nad Orlici,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,52,MONTHLY,1995-10-14,1016,1.0,0.0,1.0,0.0,,32721.0,,,,,,,,,1,1174,171,1675.7027397260274,1017.0795918367347,
2584,2731,38,72.11506849315069,M,2731,2256,OWNER,,,,Louny,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,48,MONTHLY,1993-02-06,36,1.0,0.0,1.0,0.0,,32722.0,,,,,,,,,1,2154,339,2391.7531468531474,1659.9265306122452,
2585,2732,57,46.323287671232876,F,2732,2257,OWNER,,,,Hodonin,south Moravia,161954,21,37,20,3,8,48.0,8720,3.73,4.5,116,3729,3651,57,MONTHLY,1993-12-21,354,1.0,0.0,1.0,0.0,,32723.0,,,,,,,,,1,1836,288,1772.8871794871795,1114.5204678362572,
2586,2733,3,72.18904109589042,F,2733,2258,OWNER,,,,Beroun,central Bohemia,75232,55,26,4,1,5,41.7,8980,1.95,2.21,111,2824,2813,3,MONTHLY,1996-11-12,1411,1.0,0.0,1.0,0.0,,32724.0,,,,,,,,,1,779,119,3543.6687500000003,1815.549295774648,
2587,2734,3,65.18082191780822,M,2734,2258,DISPONENT,,,,Beroun,central Bohemia,75232,55,26,4,1,5,41.7,8980,1.95,2.21,111,2824,2813,3,MONTHLY,1996-11-12,1411,1.0,0.0,1.0,0.0,,32724.0,,,,,,,,,1,779,119,3543.6687500000003,1815.549295774648,
2588,2735,64,71.46849315068494,M,2735,2259,OWNER,,,,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,64,MONTHLY,1994-05-14,498,1.0,0.0,1.0,0.0,,32725.0,,,,,,,,,1,1692,265,2322.4158878504672,1466.7721518987344,
2589,2736,1,41.9041095890411,F,2736,2260,OWNER,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1,MONTHLY,1994-06-07,522,,,,,,,,,,,,,,,1,1668,281,5102.481904761906,3060.1426136363634,
2590,2738,1,48.72054794520548,M,2738,2261,OWNER,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1,WEEKLY,1996-12-27,1456,,,,,,,,,,,,,,,1,734,96,12081.576744186048,8423.191489361701,
2591,2739,13,49.964383561643835,M,2739,2262,OWNER,434.0,classic,1997-12-30,Rakovnik,central Bohemia,53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597,1875,13,MONTHLY,1997-02-08,1499,1.0,0.0,0.0,0.0,,,,5428.0,1998-12-02,230220.0,36.0,6395.0,C,2161.0,1,691,162,19301.963768115944,13538.397590361446,Favourable
2592,2740,36,32.12876712328767,F,2740,2263,OWNER,435.0,classic,1998-07-15,Liberec,north Bohemia,159617,29,19,8,1,9,85.2,9198,3.33,4.28,131,5796,6132,36,MONTHLY,1996-03-12,1166,1.0,0.0,1.0,0.0,,32730.0,,,,,,,,,1,1024,186,9288.01408450704,4943.6939130434785,
2593,2741,41,69.13698630136986,F,2741,2264,OWNER,,,,Usti nad Labem,north Bohemia,118650,8,8,5,1,3,85.6,9832,3.32,4.48,114,6445,5471,41,MONTHLY,1996-11-22,1421,1.0,0.0,1.0,0.0,,32731.0,,,,,,,,,1,769,111,2603.1340425531916,1348.3125,
2594,2742,65,51.38082191780822,F,2742,2265,OWNER,,,,Znojmo,south Moravia,114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157,2718,65,MONTHLY,1995-08-03,944,,,,,,,,,,,,,,,1,1246,245,16667.157943925235,12148.95462184874,
2595,2743,50,60.28493150684932,F,2743,2266,OWNER,,,,Svitavy,east Bohemia,102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123,2134,50,MONTHLY,1996-07-19,1295,,,,,,,,,,,,,,,1,895,125,9071.036666666665,7284.16,
2596,2744,50,56.895890410958906,M,2744,2266,DISPONENT,,,,Svitavy,east Bohemia,102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123,2134,50,MONTHLY,1996-07-19,1295,,,,,,,,,,,,,,,1,895,125,9071.036666666665,7284.16,
2597,2745,54,60.443835616438356,F,2745,2267,OWNER,,,,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721,18696,54,WEEKLY,1994-09-20,627,1.0,0.0,1.0,0.0,,32733.0,,,,,,,,,1,1563,277,13322.787378640778,6814.87012987013,
2598,2746,1,28.86849315068493,M,2746,2268,OWNER,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1,MONTHLY,1995-02-11,771,2.0,0.0,1.0,0.0,,32734.0,,5429.0,1996-07-18,20196.0,36.0,561.0,C,1294.0,1,1419,286,12825.445161290325,5794.9823834196895,Favourable
2599,2747,6,63.25753424657534,M,2747,2269,OWNER,,,,Kutna Hora,central Bohemia,77963,60,23,4,2,4,51.5,8546,2.95,4.02,126,2640,3120,6,MONTHLY,1993-11-04,307,2.0,1.0,1.0,0.0,32737.0,32736.0,,,,,,,,,1,1883,357,5065.224817518248,3033.6781818181817,
2600,2748,6,63.27945205479452,F,2748,2269,DISPONENT,,,,Kutna Hora,central Bohemia,77963,60,23,4,2,4,51.5,8546,2.95,4.02,126,2640,3120,6,MONTHLY,1993-11-04,307,2.0,1.0,1.0,0.0,32737.0,32736.0,,,,,,,,,1,1883,357,5065.224817518248,3033.6781818181817,
2601,2749,14,78.88219178082191,F,2749,2270,OWNER,,,,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,14,MONTHLY,1997-03-08,1527,1.0,0.0,1.0,0.0,,32738.0,,,,,,,,,1,663,88,2897.6125,1971.2833333333335,
2602,2750,14,86.52876712328766,M,2750,2270,DISPONENT,,,,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,14,MONTHLY,1997-03-08,1527,1.0,0.0,1.0,0.0,,32738.0,,,,,,,,,1,663,88,2897.6125,1971.2833333333335,
2603,2751,68,42.964383561643835,F,2751,2271,OWNER,,,,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887,68,MONTHLY,1993-11-13,316,1.0,0.0,1.0,0.0,,32739.0,,,,,,,,,1,1874,291,1606.3277310924373,958.4860465116279,
2604,2752,48,28.416438356164385,M,2752,2272,OWNER,,,,Rychnov nad Kneznou,east Bohemia,78955,50,24,8,1,9,59.0,9060,1.78,2.44,124,1655,1717,48,MONTHLY,1997-10-08,1741,1.0,0.0,1.0,0.0,,32740.0,,,,,,,,,1,449,65,3409.0375,2827.618181818182,
2605,2754,66,21.621917808219177,F,2754,2274,OWNER,,,,Zdar nad Sazavou,south Moravia,125832,151,41,2,3,5,48.3,8512,3.51,4.12,102,2247,2103,66,MONTHLY,1996-01-21,1115,,,,,,,,,,,,,,,1,1075,183,2144.873469387755,1900.9623529411767,
2606,2755,1,29.797260273972604,F,2755,2275,OWNER,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1,MONTHLY,1996-09-16,1354,1.0,0.0,1.0,0.0,,32747.0,,,,,,,,,1,836,129,7074.8,4819.646575342465,
2607,2756,31,80.31506849315069,F,2756,2276,OWNER,,,,Tachov,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,31,MONTHLY,1993-10-22,294,1.0,0.0,1.0,0.0,,32748.0,,,,,,,,,1,1896,314,2525.5421487603303,1320.3222797927463,
2608,2758,1,53.50410958904109,M,2758,2278,OWNER,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1,MONTHLY,1996-08-03,1310,2.0,0.0,1.0,0.0,,32751.0,,,,,,,,,1,880,188,7661.086885245902,3305.514960629921,
2609,2759,2,25.947945205479453,M,2759,2279,OWNER,436.0,classic,1997-10-09,Benesov,central Bohemia,88884,80,26,6,2,5,46.7,8507,1.67,1.85,132,2159,2674,2,WEEKLY,1996-10-30,1398,1.0,0.0,0.0,0.0,,,,5435.0,1998-06-01,314688.0,48.0,6556.0,C,1977.0,1,792,147,20971.274074074074,10522.68552631579,Favourable
2610,2760,68,24.07123287671233,F,2760,2280,OWNER,,,,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887,68,MONTHLY,1995-08-17,958,1.0,0.0,1.0,0.0,,32754.0,,,,,,,,,1,1232,228,9225.056470588237,5028.993006993007,
2611,2761,1,22.27123287671233,F,2761,2281,OWNER,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1,MONTHLY,1995-07-13,923,1.0,0.0,1.0,0.0,,32755.0,,,,,,,,,1,1267,233,7703.863529411765,4224.0918918918915,
2612,2762,29,46.723287671232875,F,2762,2282,OWNER,437.0,classic,1994-06-01,Rokycany,west Bohemia,45714,52,10,5,1,6,55.6,8843,2.82,3.6,113,818,888,29,WEEKLY,1993-09-17,259,1.0,0.0,1.0,0.0,,32756.0,,,,,,,,,1,1931,421,23535.38768115942,10776.453125,
2613,2765,36,18.71232876712329,F,2765,2285,OWNER,,,,Liberec,north Bohemia,159617,29,19,8,1,9,85.2,9198,3.33,4.28,131,5796,6132,36,MONTHLY,1996-11-21,1420,,,,,,,,,,,,,,,1,770,130,2674.84875,3275.84,
2614,2766,70,40.323287671232876,M,2766,2286,OWNER,,,,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,70,MONTHLY,1996-12-06,1435,2.0,0.0,1.0,0.0,,32764.0,,,,,,,,,1,755,144,5456.675471698114,2756.4597701149423,
2615,2767,70,45.608219178082194,F,2767,2286,DISPONENT,,,,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,70,MONTHLY,1996-12-06,1435,2.0,0.0,1.0,0.0,,32764.0,,,,,,,,,1,755,144,5456.675471698114,2756.4597701149423,
2616,2768,1,35.772602739726025,M,2768,2287,OWNER,438.0,classic,1997-10-30,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1,MONTHLY,1996-04-21,1206,1.0,0.0,1.0,0.0,,32766.0,,,,,,,,,1,984,175,12779.718461538463,7171.765454545455,
